source,target,weight
HSNR,BAGL,1
HSNR,BAGR,1
HSNR,BDUL,1
HSNR,BDUR,1
HSNR,DVA,1
HSNR,DVB,1
HSNR,FLPL,1
HSNR,FLPR,1
HSNR,HSNL,2
HSNR,HSNR,2
HSNR,I1L,1
HSNR,I1R,1
HSNR,I2L,2
HSNR,I2R,2
HSNR,I3,2
HSNR,I4,1
HSNR,I5,1
HSNR,I6,1
HSNR,IL1DL,1
HSNR,IL1DR,1
HSNR,IL1L,1
HSNR,IL1R,1
HSNR,IL1VL,1
HSNR,IL1VR,1
HSNR,IL2DL,1
HSNR,IL2DR,1
HSNR,IL2L,2
HSNR,IL2R,2
HSNR,IL2VL,1
HSNR,IL2VR,1
HSNR,M1,1
HSNR,M2L,1
HSNR,M2R,1
HSNR,M3L,1
HSNR,M3R,1
HSNR,M4,1
HSNR,M5,1
HSNR,MCL,1
HSNR,MCR,1
HSNR,MI,1
HSNR,NSML,2
HSNR,NSMR,2
HSNR,PVCL,1
HSNR,PVCR,1
HSNR,PVDL,1
HSNR,PVDR,1
HSNR,PVNL,1
HSNR,PVNR,1
HSNR,PVT,1
HSNR,PVWL,1
HSNR,PVWR,1
HSNR,RIAL,1
HSNR,RIAR,1
HSNR,RIGL,1
HSNR,RIGR,1
HSNR,RIH,2
HSNR,RIML,2
HSNR,RIMR,2
HSNR,RIPL,3
HSNR,RIPR,3
HSNR,RIR,3
HSNR,RIS,2
HSNR,RMDDL,1
HSNR,RMDDR,1
HSNR,RMDL,2
HSNR,RMDR,2
HSNR,RMDVL,1
HSNR,RMDVR,1
HSNR,RMED,1
HSNR,RMEL,1
HSNR,RMER,1
HSNR,RMEV,1
HSNR,RMFL,1
HSNR,RMFR,1
HSNR,SAADL,1
HSNR,SAADR,1
HSNR,SAAVL,1
HSNR,SAAVR,1
HSNR,SIADL,1
HSNR,SIADR,1
HSNR,SIAVL,1
HSNR,SIAVR,1
HSNR,SMBDL,1
HSNR,SMBDR,1
HSNR,SMBVL,1
HSNR,SMBVR,1
HSNR,SMDDL,2
HSNR,SMDDR,2
HSNR,SMDVL,2
HSNR,SMDVR,2
HSNR,URADL,2
HSNR,URADR,2
HSNR,URAVL,2
HSNR,URAVR,2
HSNR,URBL,2
HSNR,URBR,2
HSNR,URXL,2
HSNR,URXR,2
HSNR,VB1,1
HSNR,VC4,1
HSNR,VC5,1
I5,ADFL,2
I5,ADFR,2
I5,ADLL,1
I5,ADLR,1
I5,AIBL,2
I5,AIBR,2
I5,AIML,1
I5,AIMR,1
I5,AINL,1
I5,AINR,1
I5,AIYL,1
I5,AIYR,1
I5,AIZL,3
I5,AIZR,3
I5,ASGL,2
I5,ASGR,2
I5,ASHL,1
I5,ASHR,1
I5,AUAL,1
I5,AUAR,1
I5,AVBL,1
I5,AVBR,1
I5,AVDL,1
I5,AVDR,1
I5,AVEL,1
I5,AVER,1
I5,AVG,1
I5,AVHL,1
I5,AVHR,1
I5,AVJL,1
I5,AVJR,1
I5,AVL,2
I5,BAGL,1
I5,BAGR,1
I5,BDUL,1
I5,BDUR,1
I5,DVA,1
I5,DVB,1
I5,FLPL,1
I5,FLPR,1
I5,HSNL,2
I5,HSNR,2
I5,I1L,1
I5,I1R,1
I5,I2L,2
I5,I2R,2
I5,I3,2
I5,I4,1
I5,I5,1
I5,I6,1
I5,IL1DL,1
I5,IL1DR,1
I5,IL1L,1
I5,IL1R,1
I5,IL1VL,1
I5,IL1VR,1
I5,IL2DL,1
I5,IL2DR,1
I5,IL2L,2
I5,IL2R,2
I5,IL2VL,1
I5,IL2VR,1
I5,M1,1
I5,M2L,1
I5,M2R,1
I5,M3L,1
I5,M3R,1
I5,M4,1
I5,M5,1
I5,MCL,1
I5,MCR,1
I5,MI,1
I5,NSML,2
I5,NSMR,2
I5,PVCL,1
I5,PVCR,1
I5,PVDL,1
I5,PVDR,1
I5,PVNL,1
I5,PVNR,1
I5,PVT,1
I5,PVWL,1
I5,PVWR,1
I5,RIAL,1
I5,RIAR,1
I5,RIGL,1
I5,RIGR,1
I5,RIH,2
I5,RIML,2
I5,RIMR,2
I5,RIPL,3
I5,RIPR,3
I5,RIR,3
I5,RIS,2
I5,RMDDL,1
I5,RMDDR,1
I5,RMDL,2
I5,RMDR,2
I5,RMDVL,1
I5,RMDVR,1
I5,RMED,1
I5,RMEL,1
I5,RMER,1
I5,RMEV,1
I5,RMFL,1
I5,RMFR,1
I5,SAADL,1
I5,SAADR,1
I5,SAAVL,1
I5,SAAVR,1
I5,SIADL,1
I5,SIADR,1
I5,SIAVL,1
I5,SIAVR,1
I5,SMBDL,1
I5,SMBDR,1
I5,SMBVL,1
I5,SMBVR,1
I5,SMDDL,2
I5,SMDDR,2
I5,SMDVL,2
I5,SMDVR,2
I5,URADL,2
I5,URADR,2
I5,URAVL,2
I5,URAVR,2
I5,URBL,2
I5,URBR,2
I5,URXL,2
I5,URXR,2
I5,VB1,1
I5,VC4,1
I5,VC5,1
NSML,ADFL,2
NSML,ADFR,2
NSML,ADLL,1
NSML,ADLR,1
NSML,AIBL,2
NSML,AIBR,2
NSML,AIML,1
NSML,AIMR,1
NSML,AINL,1
NSML,AINR,1
NSML,AIYL,1
NSML,AIYR,1
NSML,AIZL,3
NSML,AIZR,3
NSML,ASGL,2
NSML,ASGR,2
NSML,ASHL,1
NSML,ASHR,1
NSML,AUAL,1
NSML,AUAR,1
NSML,AVBL,1
NSML,AVBR,1
NSML,AVDL,1
NSML,AVDR,1
NSML,AVEL,1
NSML,AVER,1
NSML,AVG,1
NSML,AVHL,1
NSML,AVHR,1
NSML,AVJL,1
NSML,AVJR,1
NSML,AVL,2
NSML,BAGL,1
NSML,BAGR,1
NSML,BDUL,1
NSML,BDUR,1
NSML,DVA,1
NSML,DVB,1
NSML,FLPL,1
NSML,FLPR,1
NSML,HSNL,2
NSML,HSNR,2
NSML,I1L,1
NSML,I1R,1
NSML,I2L,2
NSML,I2R,2
NSML,I3,2
NSML,I4,1
NSML,I5,1
NSML,I6,1
NSML,IL1DL,1
NSML,IL1DR,1
NSML,IL1L,1
NSML,IL1R,1
NSML,IL1VL,1
NSML,IL1VR,1
NSML,IL2DL,1
NSML,IL2DR,1
NSML,IL2L,2
NSML,IL2R,2
NSML,IL2VL,1
NSML,IL2VR,1
NSML,M1,1
NSML,M2L,1
NSML,M2R,1
NSML,M3L,1
NSML,M3R,1
NSML,M4,1
NSML,M5,1
NSML,MCL,1
NSML,MCR,1
NSML,MI,1
NSML,NSML,2
NSML,NSMR,2
NSML,PVCL,1
NSML,PVCR,1
NSML,PVDL,1
NSML,PVDR,1
NSML,PVNL,1
NSML,PVNR,1
NSML,PVT,1
NSML,PVWL,1
NSML,PVWR,1
NSML,RIAL,1
NSML,RIAR,1
NSML,RIGL,1
NSML,RIGR,1
NSML,RIH,2
NSML,RIML,2
NSML,RIMR,2
NSML,RIPL,3
NSML,RIPR,3
NSML,RIR,3
NSML,RIS,2
NSML,RMDDL,1
NSML,RMDDR,1
NSML,RMDL,2
NSML,RMDR,2
NSML,RMDVL,1
NSML,RMDVR,1
NSML,RMED,1
NSML,RMEL,1
NSML,RMER,1
NSML,RMEV,1
NSML,RMFL,1
NSML,RMFR,1
NSML,SAADL,1
NSML,SAADR,1
NSML,SAAVL,1
NSML,SAAVR,1
NSML,SIADL,1
NSML,SIADR,1
NSML,SIAVL,1
NSML,SIAVR,1
NSML,SMBDL,1
NSML,SMBDR,1
NSML,SMBVL,1
NSML,SMBVR,1
NSML,SMDDL,2
NSML,SMDDR,2
NSML,SMDVL,2
NSML,SMDVR,2
NSML,URADL,2
NSML,URADR,2
NSML,URAVL,2
NSML,URAVR,2
NSML,URBL,2
NSML,URBR,2
NSML,URXL,2
NSML,URXR,2
NSML,VB1,1
NSML,VC4,1
NSML,VC5,1
NSMR,ADFL,2
NSMR,ADFR,2
NSMR,ADLL,1
NSMR,ADLR,1
NSMR,AIBL,2
NSMR,AIBR,2
NSMR,AIML,1
NSMR,AIMR,1
NSMR,AINL,1
NSMR,AINR,1
NSMR,AIYL,1
NSMR,AIYR,1
NSMR,AIZL,3
NSMR,AIZR,3
NSMR,ASGL,2
NSMR,ASGR,2
NSMR,ASHL,1
NSMR,ASHR,1
NSMR,AUAL,1
NSMR,AUAR,1
NSMR,AVBL,1
NSMR,AVBR,1
NSMR,AVDL,1
NSMR,AVDR,1
NSMR,AVEL,1
NSMR,AVER,1
NSMR,AVG,1
NSMR,AVHL,1
NSMR,AVHR,1
NSMR,AVJL,1
NSMR,AVJR,1
NSMR,AVL,2
NSMR,BAGL,1
NSMR,BAGR,1
NSMR,BDUL,1
NSMR,BDUR,1
NSMR,DVA,1
NSMR,DVB,1
NSMR,FLPL,1
NSMR,FLPR,1
NSMR,HSNL,2
NSMR,HSNR,2
NSMR,I1L,1
NSMR,I1R,1
NSMR,I2L,2
NSMR,I2R,2
NSMR,I3,2
NSMR,I4,1
NSMR,I5,1
NSMR,I6,1
NSMR,IL1DL,1
NSMR,IL1DR,1
NSMR,IL1L,1
NSMR,IL1R,1
NSMR,IL1VL,1
NSMR,IL1VR,1
NSMR,IL2DL,1
NSMR,IL2DR,1
NSMR,IL2L,2
NSMR,IL2R,2
NSMR,IL2VL,1
NSMR,IL2VR,1
NSMR,M1,1
NSMR,M2L,1
NSMR,M2R,1
NSMR,M3L,1
NSMR,M3R,1
NSMR,M4,1
NSMR,M5,1
NSMR,MCL,1
NSMR,MCR,1
NSMR,MI,1
NSMR,NSML,2
NSMR,NSMR,2
NSMR,PVCL,1
NSMR,PVCR,1
NSMR,PVDL,1
NSMR,PVDR,1
NSMR,PVNL,1
NSMR,PVNR,1
NSMR,PVT,1
NSMR,PVWL,1
NSMR,PVWR,1
NSMR,RIAL,1
NSMR,RIAR,1
NSMR,RIGL,1
NSMR,RIGR,1
NSMR,RIH,2
NSMR,RIML,2
NSMR,RIMR,2
NSMR,RIPL,3
NSMR,RIPR,3
NSMR,RIR,3
NSMR,RIS,2
NSMR,RMDDL,1
NSMR,RMDDR,1
NSMR,RMDL,2
NSMR,RMDR,2
NSMR,RMDVL,1
NSMR,RMDVR,1
NSMR,RMED,1
NSMR,RMEL,1
NSMR,RMER,1
NSMR,RMEV,1
NSMR,RMFL,1
NSMR,RMFR,1
NSMR,SAADL,1
NSMR,SAADR,1
NSMR,SAAVL,1
NSMR,SAAVR,1
NSMR,SIADL,1
NSMR,SIADR,1
NSMR,SIAVL,1
NSMR,SIAVR,1
NSMR,SMBDL,1
NSMR,SMBDR,1
NSMR,SMBVL,1
NSMR,SMBVR,1
NSMR,SMDDL,2
NSMR,SMDDR,2
NSMR,SMDVL,2
NSMR,SMDVR,2
NSMR,URADL,2
NSMR,URADR,2
NSMR,URAVL,2
NSMR,URAVR,2
NSMR,URBL,2
NSMR,URBR,2
NSMR,URXL,2
NSMR,URXR,2
NSMR,VB1,1
NSMR,VC4,1
NSMR,VC5,1
PDEL,ADAL,1
PDEL,ADAR,1
PDEL,ADFL,2
PDEL,ADFR,2
PDEL,AIAL,1
PDEL,AIAR,1
PDEL,AIBL,1
PDEL,AIBR,1
PDEL,AIZL,1
PDEL,AIZR,1
PDEL,ALA,1
PDEL,ALML,2
PDEL,ALMR,2
PDEL,AS1,1
PDEL,AS10,1
PDEL,AS11,1
PDEL,AS2,1
PDEL,AS3,1
PDEL,AS4,1
PDEL,AS5,1
PDEL,AS6,1
PDEL,AS7,1
PDEL,AS8,1
PDEL,AS9,1
PDEL,ASHL,2
PDEL,ASHR,2
PDEL,ASKL,2
PDEL,ASKR,2
PDEL,AVAL,3
PDEL,AVAR,3
PDEL,AVBL,3
PDEL,AVBR,3
PDEL,AVDL,1
PDEL,AVDR,1
PDEL,AVEL,2
PDEL,AVER,2
PDEL,AVFL,1
PDEL,AVFR,1
PDEL,AVHL,1
PDEL,AVHR,1
PDEL,AVKL,3
PDEL,AVKR,3
PDEL,AVM,1
PDEL,BDUL,1
PDEL,BDUR,1
PDEL,CEPDL,1
PDEL,CEPDR,1
PDEL,CEPVL,1
PDEL,CEPVR,1
PDEL,DA1,2
PDEL,DA2,2
PDEL,DA3,2
PDEL,DA4,2
PDEL,DA5,2
PDEL,DA6,2
PDEL,DA7,2
PDEL,DA8,2
PDEL,DA9,3
PDEL,DB1,3
PDEL,DB2,3
PDEL,DB3,3
PDEL,DB4,3
PDEL,DB5,3
PDEL,DB6,3
PDEL,DB7,3
PDEL,DD1,1
PDEL,DD2,1
PDEL,DD3,1
PDEL,DD4,1
PDEL,DD5,1
PDEL,DD6,1
PDEL,DVB,1
PDEL,FLPL,1
PDEL,FLPR,1
PDEL,I1L,1
PDEL,I1R,1
PDEL,I2L,1
PDEL,I2R,1
PDEL,I3,1
PDEL,I5,1
PDEL,IL1DL,1
PDEL,IL1DR,1
PDEL,IL1L,1
PDEL,IL1R,1
PDEL,IL1VL,1
PDEL,IL1VR,1
PDEL,M1,1
PDEL,OLLL,1
PDEL,OLLR,1
PDEL,OLQDL,1
PDEL,OLQDR,1
PDEL,OLQVL,1
PDEL,OLQVR,1
PDEL,PDB,2
PDEL,PDEL,1
PDEL,PDER,1
PDEL,PHAL,1
PDEL,PHAR,1
PDEL,PLML,2
PDEL,PLMR,2
PDEL,PVDL,2
PDEL,PVDR,2
PDEL,PVM,3
PDEL,PVNL,2
PDEL,PVNR,2
PDEL,PVR,1
PDEL,PVWL,1
PDEL,PVWR,1
PDEL,RIAL,1
PDEL,RIAR,1
PDEL,RICL,1
PDEL,RICR,1
PDEL,RID,1
PDEL,RIGL,3
PDEL,RIGR,3
PDEL,RIML,2
PDEL,RIMR,2
PDEL,RIPL,1
PDEL,RIPR,1
PDEL,RIS,2
PDEL,RIVL,1
PDEL,RIVR,1
PDEL,RMFL,2
PDEL,RMFR,2
PDEL,RMHL,1
PDEL,RMHR,1
PDEL,SABD,1
PDEL,SABVL,1
PDEL,SABVR,1
PDEL,SIADL,2
PDEL,SIADR,2
PDEL,SIAVL,2
PDEL,SIAVR,2
PDEL,SMDDL,1
PDEL,SMDDR,1
PDEL,SMDVL,1
PDEL,SMDVR,1
PDEL,URBL,1
PDEL,URBR,1
PDEL,VA1,2
PDEL,VA10,2
PDEL,VA11,2
PDEL,VA12,3
PDEL,VA2,2
PDEL,VA3,2
PDEL,VA4,2
PDEL,VA5,2
PDEL,VA6,2
PDEL,VA7,2
PDEL,VA8,2
PDEL,VA9,2
PDEL,VB1,3
PDEL,VB10,3
PDEL,VB11,3
PDEL,VB2,3
PDEL,VB3,3
PDEL,VB4,3
PDEL,VB5,3
PDEL,VB6,3
PDEL,VB7,3
PDEL,VB8,3
PDEL,VB9,3
PDEL,VD1,1
PDEL,VD10,1
PDEL,VD11,1
PDEL,VD12,1
PDEL,VD13,1
PDEL,VD2,1
PDEL,VD3,1
PDEL,VD4,1
PDEL,VD5,1
PDEL,VD6,1
PDEL,VD7,1
PDEL,VD8,1
PDEL,VD9,1
PDER,ADAL,1
PDER,ADAR,1
PDER,ADFL,2
PDER,ADFR,2
PDER,AIAL,1
PDER,AIAR,1
PDER,AIBL,1
PDER,AIBR,1
PDER,AIZL,1
PDER,AIZR,1
PDER,ALA,1
PDER,ALML,2
PDER,ALMR,2
PDER,AS1,1
PDER,AS10,1
PDER,AS11,1
PDER,AS2,1
PDER,AS3,1
PDER,AS4,1
PDER,AS5,1
PDER,AS6,1
PDER,AS7,1
PDER,AS8,1
PDER,AS9,1
PDER,ASHL,2
PDER,ASHR,2
PDER,ASKL,2
PDER,ASKR,2
PDER,AVAL,3
PDER,AVAR,3
PDER,AVBL,3
PDER,AVBR,3
PDER,AVDL,1
PDER,AVDR,1
PDER,AVEL,2
PDER,AVER,2
PDER,AVFL,1
PDER,AVFR,1
PDER,AVHL,1
PDER,AVHR,1
PDER,AVKL,3
PDER,AVKR,3
PDER,AVM,1
PDER,BDUL,1
PDER,BDUR,1
PDER,CEPDL,1
PDER,CEPDR,1
PDER,CEPVL,1
PDER,CEPVR,1
PDER,DA1,2
PDER,DA2,2
PDER,DA3,2
PDER,DA4,2
PDER,DA5,2
PDER,DA6,2
PDER,DA7,2
PDER,DA8,2
PDER,DA9,3
PDER,DB1,3
PDER,DB2,3
PDER,DB3,3
PDER,DB4,3
PDER,DB5,3
PDER,DB6,3
PDER,DB7,3
PDER,DD1,1
PDER,DD2,1
PDER,DD3,1
PDER,DD4,1
PDER,DD5,1
PDER,DD6,1
PDER,DVB,1
PDER,FLPL,1
PDER,FLPR,1
PDER,I1L,1
PDER,I1R,1
PDER,I2L,1
PDER,I2R,1
PDER,I3,1
PDER,I5,1
PDER,IL1DL,1
PDER,IL1DR,1
PDER,IL1L,1
PDER,IL1R,1
PDER,IL1VL,1
PDER,IL1VR,1
PDER,M1,1
PDER,OLLL,1
PDER,OLLR,1
PDER,OLQDL,1
PDER,OLQDR,1
PDER,OLQVL,1
PDER,OLQVR,1
PDER,PDB,2
PDER,PDEL,1
PDER,PDER,1
PDER,PHAL,1
PDER,PHAR,1
PDER,PLML,2
PDER,PLMR,2
PDER,PVDL,2
PDER,PVDR,2
PDER,PVM,3
PDER,PVNL,2
PDER,PVNR,2
PDER,PVR,1
PDER,PVWL,1
PDER,PVWR,1
PDER,RIAL,1
PDER,RIAR,1
PDER,RICL,1
PDER,RICR,1
PDER,RID,1
PDER,RIGL,3
PDER,RIGR,3
PDER,RIML,2
PDER,RIMR,2
PDER,RIPL,1
PDER,RIPR,1
PDER,RIS,2
PDER,RIVL,1
PDER,RIVR,1
PDER,RMFL,2
PDER,RMFR,2
PDER,RMHL,1
PDER,RMHR,1
PDER,SABD,1
PDER,SABVL,1
PDER,SABVR,1
PDER,SIADL,2
PDER,SIADR,2
PDER,SIAVL,2
PDER,SIAVR,2
PDER,SMDDL,1
PDER,SMDDR,1
PDER,SMDVL,1
PDER,SMDVR,1
PDER,URBL,1
PDER,URBR,1
PDER,VA1,2
PDER,VA10,2
PDER,VA11,2
PDER,VA12,3
PDER,VA2,2
PDER,VA3,2
PDER,VA4,2
PDER,VA5,2
PDER,VA6,2
PDER,VA7,2
PDER,VA8,2
PDER,VA9,2
PDER,VB1,3
PDER,VB10,3
PDER,VB11,3
PDER,VB2,3
PDER,VB3,3
PDER,VB4,3
PDER,VB5,3
PDER,VB6,3
PDER,VB7,3
PDER,VB8,3
PDER,VB9,3
PDER,VD1,1
PDER,VD10,1
PDER,VD11,1
PDER,VD12,1
PDER,VD13,1
PDER,VD2,1
PDER,VD3,1
PDER,VD4,1
PDER,VD5,1
PDER,VD6,1
PDER,VD7,1
PDER,VD8,1
PDER,VD9,1
RICL,AINL,1
RICL,AINR,1
RICL,AIZL,1
RICL,AIZR,1
RICL,ALA,1
RICL,ALML,2
RICL,ALMR,2
RICL,ALNL,1
RICL,ALNR,1
RICL,ASEL,1
RICL,ASGL,1
RICL,ASGR,1
RICL,ASHL,1
RICL,ASHR,1
RICL,ASJL,1
RICL,ASJR,1
RICL,ASKL,1
RICL,ASKR,1
RICL,AVAL,1
RICL,AVAR,1
RICL,AVDL,1
RICL,AVDR,1
RICL,AVG,1
RICL,AVHL,1
RICL,AVHR,1
RICL,AVKL,1
RICL,AVKR,1
RICL,AVM,1
RICL,AWCL,1
RICL,AWCR,1
RICL,BAGL,1
RICL,BAGR,1
RICL,DA1,1
RICL,DA2,1
RICL,DA3,1
RICL,DA4,1
RICL,DA5,1
RICL,DA6,1
RICL,DA7,1
RICL,DA8,1
RICL,DA9,1
RICL,DB2,1
RICL,DB3,1
RICL,DB4,1
RICL,DB5,1
RICL,DB6,1
RICL,DB7,1
RICL,DVA,1
RICL,FLPL,1
RICL,FLPR,1
RICL,HSNL,1
RICL,HSNR,1
RICL,I3,2
RICL,IL2L,1
RICL,IL2R,1
RICL,M1,1
RICL,M2L,1
RICL,M2R,1
RICL,M3L,1
RICL,M3R,1
RICL,M4,1
RICL,MI,1
RICL,OLLL,1
RICL,OLLR,1
RICL,PDB,1
RICL,PHAL,1
RICL,PHAR,1
RICL,PHBL,1
RICL,PHBR,1
RICL,PLML,1
RICL,PLMR,1
RICL,PVCL,1
RICL,PVCR,1
RICL,PVDL,1
RICL,PVDR,1
RICL,PVM,1
RICL,PVQL,1
RICL,PVQR,1
RICL,PVT,1
RICL,RIBL,1
RICL,RIBR,1
RICL,RID,1
RICL,RIGL,1
RICL,RIGR,1
RICL,RIH,1
RICL,RIML,1
RICL,RIMR,1
RICL,RIPL,1
RICL,RIPR,1
RICL,RMED,1
RICL,RMEV,1
RICL,RMGL,1
RICL,RMGR,1
RICL,SIADL,1
RICL,SIADR,1
RICL,SIAVL,1
RICL,SIAVR,1
RICL,SMBDL,1
RICL,SMBDR,1
RICL,SMBVL,1
RICL,SMBVR,1
RICL,URADL,1
RICL,URADR,1
RICL,URAVL,1
RICL,URAVR,1
RICL,URBL,1
RICL,URBR,1
RICL,URXL,1
RICL,URXR,1
RICL,VA1,1
RICL,VA10,1
RICL,VA11,1
RICL,VA12,1
RICL,VA2,1
RICL,VA3,1
RICL,VA4,1
RICL,VA5,1
RICL,VA6,1
RICL,VA7,1
RICL,VA8,1
RICL,VA9,1
RICR,AINL,1
RICR,AINR,1
RICR,AIZL,1
RICR,AIZR,1
RICR,ALA,1
RICR,ALML,2
RICR,ALMR,2
RICR,ALNL,1
RICR,ALNR,1
RICR,ASEL,1
RICR,ASGL,1
RICR,ASGR,1
RICR,ASHL,1
RICR,ASHR,1
RICR,ASJL,1
RICR,ASJR,1
RICR,ASKL,1
RICR,ASKR,1
RICR,AVAL,1
RICR,AVAR,1
RICR,AVDL,1
RICR,AVDR,1
RICR,AVG,1
RICR,AVHL,1
RICR,AVHR,1
RICR,AVKL,1
RICR,AVKR,1
RICR,AVM,1
RICR,AWCL,1
RICR,AWCR,1
RICR,BAGL,1
RICR,BAGR,1
RICR,DA1,1
RICR,DA2,1
RICR,DA3,1
RICR,DA4,1
RICR,DA5,1
RICR,DA6,1
RICR,DA7,1
RICR,DA8,1
RICR,DA9,1
RICR,DB2,1
RICR,DB3,1
RICR,DB4,1
RICR,DB5,1
RICR,DB6,1
RICR,DB7,1
RICR,DVA,1
RICR,FLPL,1
RICR,FLPR,1
RICR,HSNL,1
RICR,HSNR,1
RICR,I3,2
RICR,IL2L,1
RICR,IL2R,1
RICR,M1,1
RICR,M2L,1
RICR,M2R,1
RICR,M3L,1
RICR,M3R,1
RICR,M4,1
RICR,MI,1
RICR,OLLL,1
RICR,OLLR,1
RICR,PDB,1
RICR,PHAL,1
RICR,PHAR,1
RICR,PHBL,1
RICR,PHBR,1
RICR,PLML,1
RICR,PLMR,1
RICR,PVCL,1
RICR,PVCR,1
RICR,PVDL,1
RICR,PVDR,1
RICR,PVM,1
RICR,PVQL,1
RICR,PVQR,1
RICR,PVT,1
RICR,RIBL,1
RICR,RIBR,1
RICR,RID,1
RICR,RIGL,1
RICR,RIGR,1
RICR,RIH,1
RICR,RIML,1
RICR,RIMR,1
RICR,RIPL,1
RICR,RIPR,1
RICR,RMED,1
RICR,RMEV,1
RICR,RMGL,1
RICR,RMGR,1
RICR,SIADL,1
RICR,SIADR,1
RICR,SIAVL,1
RICR,SIAVR,1
RICR,SMBDL,1
RICR,SMBDR,1
RICR,SMBVL,1
RICR,SMBVR,1
RICR,URADL,1
RICR,URADR,1
RICR,URAVL,1
RICR,URAVR,1
RICR,URBL,1
RICR,URBR,1
RICR,URXL,1
RICR,URXR,1
RICR,VA1,1
RICR,VA10,1
RICR,VA11,1
RICR,VA12,1
RICR,VA2,1
RICR,VA3,1
RICR,VA4,1
RICR,VA5,1
RICR,VA6,1
RICR,VA7,1
RICR,VA8,1
RICR,VA9,1
RIML,ADFL,1
RIML,ADFR,1
RIML,AIAL,2
RIML,AIAR,2
RIML,AIBL,1
RIML,AIBR,1
RIML,AIML,2
RIML,AIMR,2
RIML,AINL,1
RIML,AINR,1
RIML,AIYL,3
RIML,AIYR,3
RIML,AIZL,3
RIML,AIZR,3
RIML,ALML,1
RIML,ALMR,1
RIML,ALNL,1
RIML,ALNR,1
RIML,AQR,1
RIML,AS1,1
RIML,AS10,1
RIML,AS11,1
RIML,AS2,1
RIML,AS3,1
RIML,AS4,1
RIML,AS5,1
RIML,AS6,1
RIML,AS7,1
RIML,AS8,1
RIML,AS9,1
RIML,ASEL,2
RIML,ASER,2
RIML,ASGL,2
RIML,ASGR,2
RIML,ASKL,2
RIML,ASKR,2
RIML,AVBL,1
RIML,AVBR,1
RIML,AVDL,1
RIML,AVDR,1
RIML,AVJL,1
RIML,AVJR,1
RIML,AVL,1
RIML,AVM,1
RIML,AWCL,1
RIML,AWCR,1
RIML,BAGL,2
RIML,BAGR,2
RIML,BDUL,1
RIML,BDUR,1
RIML,CANL,1
RIML,CANR,1
RIML,CEPDL,1
RIML,CEPDR,1
RIML,CEPVL,1
RIML,CEPVR,1
RIML,DA1,1
RIML,DA2,1
RIML,DA3,1
RIML,DA4,1
RIML,DA5,1
RIML,DA6,1
RIML,DA7,1
RIML,DA8,1
RIML,DVA,2
RIML,DVC,1
RIML,FLPL,1
RIML,FLPR,1
RIML,I1L,1
RIML,I1R,1
RIML,I4,1
RIML,IL1DL,1
RIML,IL1DR,1
RIML,IL1L,1
RIML,IL1R,1
RIML,IL1VL,1
RIML,IL1VR,1
RIML,LUAL,1
RIML,LUAR,1
RIML,M1,1
RIML,M3L,1
RIML,M3R,1
RIML,M4,1
RIML,MCL,1
RIML,MCR,1
RIML,NSML,3
RIML,NSMR,3
RIML,OLLL,2
RIML,OLLR,2
RIML,OLQDL,1
RIML,OLQDR,1
RIML,OLQVL,1
RIML,OLQVR,1
RIML,PDB,1
RIML,PLNL,1
RIML,PLNR,1
RIML,PVCL,1
RIML,PVCR,1
RIML,PVDL,2
RIML,PVDR,2
RIML,PVM,2
RIML,PVPL,1
RIML,PVPR,1
RIML,PVQL,2
RIML,PVQR,2
RIML,PVR,2
RIML,PVWL,1
RIML,PVWR,1
RIML,RICL,1
RIML,RICR,1
RIML,RID,2
RIML,RIFL,1
RIML,RIFR,1
RIML,RIGL,3
RIML,RIGR,3
RIML,RIML,1
RIML,RIMR,1
RIML,RIVL,2
RIML,RIVR,2
RIML,RMDL,1
RIML,RMDR,1
RIML,RMED,1
RIML,RMEL,1
RIML,RMER,1
RIML,RMEV,1
RIML,RMFL,1
RIML,RMFR,1
RIML,SAADL,2
RIML,SAADR,2
RIML,SAAVL,2
RIML,SAAVR,2
RIML,SDQL,1
RIML,SDQR,1
RIML,SIBDL,1
RIML,SIBDR,1
RIML,SIBVL,1
RIML,SIBVR,1
RIML,SMBDL,2
RIML,SMBDR,2
RIML,SMBVL,2
RIML,SMBVR,2
RIML,SMDDL,1
RIML,SMDDR,1
RIML,SMDVL,1
RIML,SMDVR,1
RIML,URBL,2
RIML,URBR,2
RIML,URYDL,2
RIML,URYDR,2
RIML,URYVL,2
RIML,URYVR,2
RIML,VB1,1
RIML,VC4,1
RIML,VC5,1
RIMR,ADFL,1
RIMR,ADFR,1
RIMR,AIAL,2
RIMR,AIAR,2
RIMR,AIBL,1
RIMR,AIBR,1
RIMR,AIML,2
RIMR,AIMR,2
RIMR,AINL,1
RIMR,AINR,1
RIMR,AIYL,3
RIMR,AIYR,3
RIMR,AIZL,3
RIMR,AIZR,3
RIMR,ALML,1
RIMR,ALMR,1
RIMR,ALNL,1
RIMR,ALNR,1
RIMR,AQR,1
RIMR,AS1,1
RIMR,AS10,1
RIMR,AS11,1
RIMR,AS2,1
RIMR,AS3,1
RIMR,AS4,1
RIMR,AS5,1
RIMR,AS6,1
RIMR,AS7,1
RIMR,AS8,1
RIMR,AS9,1
RIMR,ASEL,2
RIMR,ASER,2
RIMR,ASGL,2
RIMR,ASGR,2
RIMR,ASKL,2
RIMR,ASKR,2
