source,target,weight
RIMR,AVBL,1
RIMR,AVBR,1
RIMR,AVDL,1
RIMR,AVDR,1
RIMR,AVJL,1
RIMR,AVJR,1
RIMR,AVL,1
RIMR,AVM,1
RIMR,AWCL,1
RIMR,AWCR,1
RIMR,BAGL,2
RIMR,BAGR,2
RIMR,BDUL,1
RIMR,BDUR,1
RIMR,CANL,1
RIMR,CANR,1
RIMR,CEPDL,1
RIMR,CEPDR,1
RIMR,CEPVL,1
RIMR,CEPVR,1
RIMR,DA1,1
RIMR,DA2,1
RIMR,DA3,1
RIMR,DA4,1
RIMR,DA5,1
RIMR,DA6,1
RIMR,DA7,1
RIMR,DA8,1
RIMR,DVA,2
RIMR,DVC,1
RIMR,FLPL,1
RIMR,FLPR,1
RIMR,I1L,1
RIMR,I1R,1
RIMR,I4,1
RIMR,IL1DL,1
RIMR,IL1DR,1
RIMR,IL1L,1
RIMR,IL1R,1
RIMR,IL1VL,1
RIMR,IL1VR,1
RIMR,LUAL,1
RIMR,LUAR,1
RIMR,M1,1
RIMR,M3L,1
RIMR,M3R,1
RIMR,M4,1
RIMR,MCL,1
RIMR,MCR,1
RIMR,NSML,3
RIMR,NSMR,3
RIMR,OLLL,2
RIMR,OLLR,2
RIMR,OLQDL,1
RIMR,OLQDR,1
RIMR,OLQVL,1
RIMR,OLQVR,1
RIMR,PDB,1
RIMR,PLNL,1
RIMR,PLNR,1
RIMR,PVCL,1
RIMR,PVCR,1
RIMR,PVDL,2
RIMR,PVDR,2
RIMR,PVM,2
RIMR,PVPL,1
RIMR,PVPR,1
RIMR,PVQL,2
RIMR,PVQR,2
RIMR,PVR,2
RIMR,PVWL,1
RIMR,PVWR,1
RIMR,RICL,1
RIMR,RICR,1
RIMR,RID,2
RIMR,RIFL,1
RIMR,RIFR,1
RIMR,RIGL,3
RIMR,RIGR,3
RIMR,RIML,1
RIMR,RIMR,1
RIMR,RIVL,2
RIMR,RIVR,2
RIMR,RMDL,1
RIMR,RMDR,1
RIMR,RMED,1
RIMR,RMEL,1
RIMR,RMER,1
RIMR,RMEV,1
RIMR,RMFL,1
RIMR,RMFR,1
RIMR,SAADL,2
RIMR,SAADR,2
RIMR,SAAVL,2
RIMR,SAAVR,2
RIMR,SDQL,1
RIMR,SDQR,1
RIMR,SIBDL,1
RIMR,SIBDR,1
RIMR,SIBVL,1
RIMR,SIBVR,1
RIMR,SMBDL,2
RIMR,SMBDR,2
RIMR,SMBVL,2
RIMR,SMBVR,2
RIMR,SMDDL,1
RIMR,SMDDR,1
RIMR,SMDVL,1
RIMR,SMDVR,1
RIMR,URBL,2
RIMR,URBR,2
RIMR,URYDL,2
RIMR,URYDR,2
RIMR,URYVL,2
RIMR,URYVR,2
RIMR,VB1,1
RIMR,VC4,1
RIMR,VC5,1
